StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2022-01-02 17:34:12,2022-01-02 17:37:52,IP Address,66.74.188.227,100,220,True,2022-01-02 17:37:52,R_U9r15znqZ6LIGfn,,,,,33.7982940673828125,-116.5106048583984375,anonymous,EN,I wish to participate,,City 2,City 2,2,8,City 1,City 1,8,2,City 1,City 1,5,2,City 2,City 2,5,8,City 2,City 2,5,8,11,lobster,Somewhat Interested,Male,51,Above Average,White,Married,Master's degree,,"$100,000+",Neutral,Positive,Very Negative,Strong Democrat,Liberal,"larger population, politically near my views, racially diverse",0,United States,"1,000,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,below national average,Rainy,Rainy,0-2.9 hour drive,6-9.9 hour drive,national average,below national average,"50,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,national average,Snowy,Snowy,3-5.9 hour drive,6-9.9 hour drive,national average,below national average,"100,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,below national average,Rainy,Rainy,3-5.9 hour drive,0-2.9 hour drive,national average,national average,"50,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Cloudy,Rainy,0-2.9 hour drive,6-9.9 hour drive,below national average,below national average,"500,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Rainy,Rainy,3-5.9 hour drive,3-5.9 hour drive,above national average,below national average,89652
2022-01-02 17:41:28,2022-01-02 17:46:32,IP Address,74.96.169.189,100,304,True,2022-01-02 17:46:32,R_QmnHYvZL7h5vq2l,,,,,39.0126953125,-77.53420257568359375,anonymous,EN,I wish to participate,,City 2,City 2,5,7,City 2,City 2,5,7,City 2,City 2,3,9,City 1,City 1,7,3,City 1,City 1,8,4,11,lobster,Somewhat Interested,Male,41,Average,Asian,Married,Bachelor's degree,,"$100,000+",Somewhat Positive,Negative,Somewhat Positive,Lean Republican,Conservative,Low crime rates and I would like morea Asians and more Republicans.,0,United States,"500,000","500,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,below national average,"100,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Snowy,Sunny,6-9.9 hour drive,6-9.9 hour drive,national average,national average,"500,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Cloudy,0-2.9 hour drive,3-5.9 hour drive,above national average,below national average,"100,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Cloudy,0-2.9 hour drive,10+ hour drive,national average,above national average,"1,000,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Snowy,Rainy,10+ hour drive,0-2.9 hour drive,below national average,above national average,53742
2022-01-02 17:43:55,2022-01-02 17:48:58,IP Address,107.77.209.185,100,302,True,2022-01-02 17:48:58,R_3Hqo6UNRjrwX6aY,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,I wish to participate,,City 2,City 2,6,9,City 2,City 2,5,8,City 1,City 1,8,4,City 2,City 2,4,3,City 2,City 1,3,3,11,lobster,Very Interested,Male,35,Above Average,White,Married,Bachelor's degree,,"$70,000-$79,999",Neutral,Very Negative,Somewhat Positive,Strong Republican,Very Conservative,"It has to feel like a town. There has to be a unifying cultural homogeneity and community to it. I despise what I derogatorily call ""commute town"" in that everyone drives from home to work to stores and to their friends houses and lives in their own little shell away.",0,United States,"500,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Rainy,Sunny,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,"50,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,national average,Cloudy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,below national average,below national average,"100,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Snowy,10+ hour drive,3-5.9 hour drive,below national average,below national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Rainy,0-2.9 hour drive,3-5.9 hour drive,above national average,below national average,"100,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Rainy,Rainy,6-9.9 hour drive,6-9.9 hour drive,above national average,national average,12278
2022-01-02 17:42:39,2022-01-02 17:53:40,IP Address,64.234.32.247,100,660,True,2022-01-02 17:53:40,R_3L5OESAMvvTdoXJ,,,,,37.350494384765625,-119.64849853515625,anonymous,EN,I wish to participate,,City 2,City 2,2,8,City 2,City 2,2,8,City 2,City 2,2,8,City 1,City 1,7,3,City 2,City 2,5,5,11,lobster,Somewhat Interested,Female,44,Somewhat Below Average,White,In a relationship,Some college but no degree,,"$30,000-$39,999",Neutral,Neutral,Neutral,Lean Democrat,Very Conservative,"One that is not overrun by tourists. Good weather and small population. ",0,United States,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Cloudy,Sunny,3-5.9 hour drive,3-5.9 hour drive,below national average,national average,"100,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Snowy,Sunny,0-2.9 hour drive,10+ hour drive,below national average,national average,"100,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Cloudy,6-9.9 hour drive,10+ hour drive,above national average,below national average,"500,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,national average,Cloudy,Snowy,10+ hour drive,10+ hour drive,above national average,national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,national average,Snowy,Sunny,0-2.9 hour drive,0-2.9 hour drive,above national average,national average,39049
2022-01-02 17:55:55,2022-01-02 18:01:37,IP Address,12.233.2.1,100,341,True,2022-01-02 18:01:38,R_1me0kojOBH5HRO0,,,,,41.349700927734375,-88.84149932861328125,anonymous,EN,I wish to participate,,City 2,City 2,8,2,City 2,City 2,5,5,City 2,City 2,2,7,City 1,City 1,6,3,City 2,City 1,7,6,11,lobster,Somewhat Interested,Female,49,Average,White,Married,Bachelor's degree,,"$0-$9,999",Neutral,Negative,Very Positive,Strong Republican,Very Conservative,"weather, crime rate, population",0,United States,"1,000,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Sunny,Sunny,10+ hour drive,3-5.9 hour drive,national average,above national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,national average,Cloudy,Cloudy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,"50,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,national average,Cloudy,Cloudy,0-2.9 hour drive,3-5.9 hour drive,below national average,above national average,"50,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,below national average,Rainy,Rainy,3-5.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,below national average,Cloudy,Sunny,10+ hour drive,3-5.9 hour drive,national average,below national average,68182
2022-01-02 18:00:44,2022-01-02 18:08:00,IP Address,47.156.105.94,100,435,True,2022-01-02 18:08:00,R_3plJXINg3UWMFWv,,,,,34.15350341796875,-117.845703125,anonymous,EN,I wish to participate,,City 1,City 1,6,2,City 1,City 1,7,2,City 1,City 1,7,2,City 1,City 2,3,6,City 2,City 2,3,6,11,lobster,Somewhat Interested,Male,51,Average,Asian,Been single for more than 2 years,Bachelor's degree,,"$0-$9,999",Somewhat Positive,Somewhat Negative,Somewhat Positive,Lean Republican,Somewhat Conservative,"Low population, low housing costs, low crime rate, conservative government.",0,United States,"50,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Snowy,Cloudy,0-2.9 hour drive,3-5.9 hour drive,below national average,below national average,"50,000","500,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,above national average,Sunny,Cloudy,0-2.9 hour drive,10+ hour drive,below national average,above national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Cloudy,3-5.9 hour drive,6-9.9 hour drive,below national average,national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Snowy,Cloudy,6-9.9 hour drive,10+ hour drive,below national average,below national average,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,above national average,Rainy,Cloudy,3-5.9 hour drive,10+ hour drive,above national average,below national average,44610
2022-01-02 18:04:04,2022-01-02 18:09:42,IP Address,172.73.121.193,100,338,True,2022-01-02 18:09:43,R_AswixFz9az5vtND,,,,,35.313507080078125,-81.55989837646484375,anonymous,EN,I wish to participate,,City 2,City 1,7,3,City 1,City 2,2,8,City 1,City 2,3,7,City 1,City 1,4,4,City 1,City 1,3,4,11,lobster,Very Interested,Male,43,Average,White,Married,Professional school degree,,"$70,000-$79,999",Very Positive,Neutral,Somewhat Negative,Independent/Other,Moderate,"Not sure just usually do better in low poplation but want higher ",0,United States,"500,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,below national average,Snowy,Sunny,10+ hour drive,6-9.9 hour drive,below national average,above national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Snowy,Snowy,10+ hour drive,6-9.9 hour drive,above national average,below national average,"500,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Sunny,Rainy,6-9.9 hour drive,0-2.9 hour drive,national average,national average,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,above national average,Rainy,Snowy,0-2.9 hour drive,6-9.9 hour drive,above national average,below national average,"500,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,above national average,Rainy,Rainy,10+ hour drive,6-9.9 hour drive,above national average,national average,86286
2022-01-02 18:09:13,2022-01-02 18:19:25,IP Address,67.249.189.129,100,611,True,2022-01-02 18:19:26,R_3qgJysF94kct9bO,,,,,43.033294677734375,-74.981201171875,anonymous,EN,I wish to participate,,City 1,City 1,4,4,City 1,City 2,4,5,City 2,City 1,4,4,City 1,City 1,5,4,City 2,City 1,5,4,11,lobster,Not Very Interested,Male,65,Below Average,White,Married,Bachelor's degree,,"$20,000-$29,999",Somewhat Positive,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,"crime rate is probably the most important factor. if i don't feel safe in a city i don't see the point in living there unless it were absolutely necessary.  i'd rather not live in a cold, snowy city.  i am retired but i were still working, i'd like to live close to my work site.",0,United States,"100,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Snowy,Snowy,3-5.9 hour drive,10+ hour drive,below national average,national average,"50,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Cloudy,3-5.9 hour drive,3-5.9 hour drive,below national average,national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Sunny,Sunny,6-9.9 hour drive,6-9.9 hour drive,above national average,national average,"50,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,national average,Sunny,Rainy,0-2.9 hour drive,6-9.9 hour drive,below national average,national average,"50,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,national average,Cloudy,Cloudy,3-5.9 hour drive,0-2.9 hour drive,above national average,below national average,13409
2022-01-02 18:26:03,2022-01-02 18:29:28,IP Address,174.84.79.207,100,204,True,2022-01-02 18:29:28,R_3kyPfayQUut5dNg,,,,,42.9467926025390625,-83.8170013427734375,anonymous,EN,I wish to participate,,City 2,City 2,3,5,City 2,City 2,3,4,City 1,City 1,5,6,City 2,City 2,3,6,City 1,City 2,4,4,11,lobster,Somewhat Interested,Female,36,Somewhat Above Average,White,In a relationship,Bachelor's degree,,"$80,000-$99,999",Neutral,Neutral,Neutral,Lean Democrat,Liberal,"What matters to me in a city is size, the distance from necessary amenities, the ability to find good medical care, and I am definitely moving towards a preference for less Republican areas, due to the pandemic.",0,United States,"1,000,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,above national average,Sunny,Sunny,3-5.9 hour drive,6-9.9 hour drive,above national average,above national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,national average,Sunny,Sunny,0-2.9 hour drive,10+ hour drive,below national average,below national average,"500,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Snowy,Rainy,6-9.9 hour drive,10+ hour drive,above national average,national average,"100,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Sunny,Rainy,6-9.9 hour drive,0-2.9 hour drive,national average,below national average,"100,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Cloudy,Rainy,10+ hour drive,0-2.9 hour drive,above national average,national average,93950
2022-01-02 18:26:12,2022-01-02 18:32:20,IP Address,35.136.195.181,100,367,True,2022-01-02 18:32:20,R_3Dc1xQloV6dJWZp,,,,,28.92840576171875,-82.49210357666015625,anonymous,EN,I wish to participate,,City 1,City 2,4,5,City 2,City 2,5,5,City 2,City 2,4,5,City 2,City 2,5,6,City 2,City 2,4,5,11,lobster,Very Interested,Male,48,Somewhat Below Average,White,Been single for more than 2 years,Bachelor's degree,,"$20,000-$29,999",Positive,Neutral,Neutral,Independent/Other,Moderate,"Housing costs are important, crime rate is important.",0,United States,"500,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Rainy,Rainy,0-2.9 hour drive,6-9.9 hour drive,above national average,below national average,"500,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Sunny,Sunny,6-9.9 hour drive,6-9.9 hour drive,national average,national average,"1,000,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Cloudy,0-2.9 hour drive,10+ hour drive,above national average,below national average,"50,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Cloudy,Rainy,3-5.9 hour drive,3-5.9 hour drive,national average,below national average,"100,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Cloudy,Sunny,3-5.9 hour drive,3-5.9 hour drive,below national average,below national average,97353
