StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q5,1_Q9,2_Q9,3_Q9,4_Q9,5_Q9,6_Q9,7_Q9,8_Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_11_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q26,IP_block,IP_country,choice1_salary1,choice1_salary2,choice1_race1,choice1_race2,choice1_party1,choice1_party2,choice1_personality1,choice1_personality2,choice1_attractive1,choice1_attractive2,choice1_education1,choice1_education2,choice1_interestpoli1,choice1_interestpoli2,choice1_religiosity1,choice1_religiosity2,choice2_salary1,choice2_salary2,choice2_race1,choice2_race2,choice2_party1,choice2_party2,choice2_personality1,choice2_personality2,choice2_attractive1,choice2_attractive2,choice2_education1,choice2_education2,choice2_interestpoli1,choice2_interestpoli2,choice2_religiosity1,choice2_religiosity2,choice3_salary1,choice3_salary2,choice3_race1,choice3_race2,choice3_party1,choice3_party2,choice3_personality1,choice3_personality2,choice3_attractive1,choice3_attractive2,choice3_education1,choice3_education2,choice3_interestpoli1,choice3_interestpoli2,choice3_religiosity1,choice3_religiosity2,choice4_salary1,choice4_salary2,choice4_race1,choice4_race2,choice4_party1,choice4_party2,choice4_personality1,choice4_personality2,choice4_attractive1,choice4_attractive2,choice4_education1,choice4_education2,choice4_interestpoli1,choice4_interestpoli2,choice4_religiosity1,choice4_religiosity2,choice5_salary1,choice5_salary2,choice5_race1,choice5_race2,choice5_party1,choice5_party2,choice5_personality1,choice5_personality2,choice5_attractive1,choice5_attractive2,choice5_education1,choice5_education2,choice5_interestpoli1,choice5_interestpoli2,choice5_religiosity1,choice5_religiosity2,choice6_salary1,choice6_salary2,choice6_race1,choice6_race2,choice6_party1,choice6_party2,choice6_personality1,choice6_personality2,choice6_attractive1,choice6_attractive2,choice6_education1,choice6_education2,choice6_interestpoli1,choice6_interestpoli2,choice6_religiosity1,choice6_religiosity2,choice7_salary1,choice7_salary2,choice7_race1,choice7_race2,choice7_party1,choice7_party2,choice7_personality1,choice7_personality2,choice7_attractive1,choice7_attractive2,choice7_education1,choice7_education2,choice7_interestpoli1,choice7_interestpoli2,choice7_religiosity1,choice7_religiosity2,choice8_salary1,choice8_salary2,choice8_race1,choice8_race2,choice8_party1,choice8_party2,choice8_personality1,choice8_personality2,choice8_attractive1,choice8_attractive2,choice8_education1,choice8_education2,choice8_interestpoli1,choice8_interestpoli2,choice8_religiosity1,choice8_religiosity2,Random_ID
2022-01-03 09:01:39,2022-01-03 09:05:08,IP Address,70.44.94.194,100,208,True,2022-01-03 09:05:08,R_2Svssi9oOBIlaZI,,,,,40.656097412109375,-75.2335968017578125,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,9,Not Very Interested,tardigrade,Female,37,White,In a relationship,Somewhat Religious,Bachelor’s degree,,"$20,000-$29,999",Very Positive,Neutral,Neutral,Lean Republican,Somewhat Conservative,"Creative, cute, funny, loves animals, outdoorsy, easy going, smart",0,United States,"$25,000","$50,000",Asian,Hispanic,Independent,Independent,shy,out-going,4/10,8/10,Graduate Degree,Graduate Degree,low,high,non-religious,non-religious,"$50,000","$75,000",Asian,Black,Independent,Independent,shy,out-going,8/10,8/10,Vocational Training,Graduate Degree,high,low,non-religious,non-religious,"$75,000","$100,000",Asian,Asian,Republican,Democrat,out-going,out-going,10/10,4/10,Graduate Degree,Bachelor's College Degree,medium,low,non-religious,non-religious,"$100,000","$25,000",Hispanic,White,Republican,Republican,shy,out-going,8/10,8/10,Graduate Degree,Vocational Training,medium,high,non-religious,somewhat religious,"$50,000","$100,000",Black,Black,Independent,Democrat,shy,out-going,8/10,6/10,Vocational Training,Bachelor's College Degree,high,medium,very religious,non-religious,"$100,000","$75,000",White,White,Independent,Independent,shy,shy,6/10,10/10,Graduate Degree,Graduate Degree,low,low,very religious,non-religious,"$75,000","$75,000",Asian,Black,Independent,Independent,shy,shy,10/10,4/10,Graduate Degree,Graduate Degree,low,low,very religious,very religious,"$75,000","$100,000",White,Asian,Independent,Republican,out-going,out-going,8/10,10/10,Vocational Training,Graduate Degree,high,high,somewhat religious,very religious,92637
2022-01-03 09:15:34,2022-01-03 09:22:17,IP Address,99.157.102.220,100,402,True,2022-01-03 09:22:17,R_3oSfA9mmYb8VOdD,,,,,34.1078033447265625,-84.50260162353515625,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,Person 1,Person 1,9,Somewhat Interested,tardigrade,Female,31,White,In a relationship,Not Religious,High school diploma or equivalent,,"$0-$9,999",Somewhat Positive,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,"That we share similar values, have things in common. ",0,United States,"$50,000","$75,000",Black,Hispanic,Democrat,Republican,shy,out-going,6/10,10/10,Some College,Bachelor's College Degree,medium,low,very religious,very religious,"$50,000","$100,000",Black,Asian,Republican,Republican,out-going,out-going,10/10,10/10,Bachelor's College Degree,Vocational Training,medium,low,very religious,non-religious,"$75,000","$100,000",Hispanic,Hispanic,Independent,Independent,shy,shy,6/10,4/10,Bachelor's College Degree,Some College,low,high,very religious,non-religious,"$100,000","$25,000",Black,Asian,Republican,Republican,shy,shy,10/10,8/10,Vocational Training,Vocational Training,medium,high,somewhat religious,very religious,"$100,000","$75,000",White,White,Democrat,Republican,out-going,out-going,8/10,4/10,Some College,Some College,high,medium,somewhat religious,somewhat religious,"$100,000","$75,000",Black,Black,Democrat,Republican,shy,out-going,10/10,4/10,Some College,Some College,low,low,somewhat religious,somewhat religious,"$100,000","$100,000",White,Asian,Republican,Republican,shy,out-going,6/10,10/10,Vocational Training,Bachelor's College Degree,high,medium,non-religious,very religious,"$100,000","$50,000",White,Hispanic,Democrat,Republican,shy,shy,10/10,10/10,Vocational Training,Graduate Degree,low,low,somewhat religious,somewhat religious,34145
2022-01-03 09:20:52,2022-01-03 09:24:35,IP Address,75.185.38.103,100,223,True,2022-01-03 09:24:36,R_2cpSdxcQWeg4tXn,,,,,41.472198486328125,-81.74500274658203125,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 2,Person 2,Person 1,Person 2,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,39,White,In a relationship,Not Religious,High school diploma or equivalent,,"$20,000-$29,999",Neutral,Neutral,Somewhat Negative,Independent/Other,Liberal,overall compatibility and ability to compromise,0,United States,"$25,000","$75,000",Asian,Asian,Independent,Republican,out-going,out-going,8/10,6/10,Some College,Vocational Training,low,high,non-religious,somewhat religious,"$50,000","$25,000",White,Hispanic,Democrat,Independent,shy,out-going,6/10,10/10,Graduate Degree,Graduate Degree,low,low,non-religious,very religious,"$50,000","$100,000",White,Asian,Democrat,Republican,out-going,shy,10/10,6/10,Bachelor's College Degree,Vocational Training,medium,medium,very religious,somewhat religious,"$100,000","$100,000",White,White,Democrat,Republican,shy,out-going,10/10,8/10,Some College,Graduate Degree,medium,medium,very religious,non-religious,"$25,000","$25,000",Asian,Asian,Republican,Republican,out-going,out-going,8/10,8/10,Some College,Vocational Training,medium,medium,non-religious,somewhat religious,"$100,000","$75,000",White,Hispanic,Independent,Independent,out-going,out-going,4/10,8/10,Bachelor's College Degree,Graduate Degree,medium,medium,non-religious,somewhat religious,"$50,000","$100,000",White,Black,Independent,Democrat,out-going,shy,10/10,8/10,Bachelor's College Degree,Vocational Training,high,high,somewhat religious,somewhat religious,"$25,000","$25,000",Hispanic,White,Democrat,Independent,out-going,out-going,8/10,4/10,Some College,Bachelor's College Degree,low,medium,very religious,somewhat religious,46636
2022-01-03 09:28:18,2022-01-03 09:38:56,IP Address,73.148.220.70,100,637,True,2022-01-03 09:38:57,R_3HB3MA51Tg8hxpT,,,,,30.2754974365234375,-81.5814971923828125,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,35,White,Been single for under 1 year,Somewhat Religious,Bachelor’s degree,,"$50,000-$59,999",Positive,Somewhat Positive,Somewhat Positive,Independent/Other,Moderate,"attractiveness, similar look to mine and also education",0,United States,"$50,000","$25,000",Hispanic,White,Republican,Democrat,out-going,shy,8/10,4/10,Bachelor's College Degree,Some College,low,high,very religious,very religious,"$25,000","$25,000",White,Asian,Independent,Republican,shy,shy,10/10,10/10,Vocational Training,Bachelor's College Degree,low,low,somewhat religious,non-religious,"$50,000","$75,000",Asian,Asian,Democrat,Republican,out-going,out-going,10/10,4/10,Some College,Bachelor's College Degree,medium,low,somewhat religious,somewhat religious,"$100,000","$25,000",Hispanic,Asian,Democrat,Independent,shy,out-going,8/10,4/10,Some College,Graduate Degree,medium,high,very religious,non-religious,"$100,000","$25,000",Hispanic,Asian,Republican,Democrat,out-going,shy,10/10,8/10,Bachelor's College Degree,Graduate Degree,low,high,somewhat religious,somewhat religious,"$75,000","$75,000",Black,White,Republican,Independent,shy,out-going,6/10,10/10,Graduate Degree,Vocational Training,low,medium,very religious,non-religious,"$100,000","$75,000",Black,Black,Republican,Republican,shy,shy,8/10,6/10,Graduate Degree,Graduate Degree,medium,medium,somewhat religious,very religious,"$50,000","$100,000",Black,White,Democrat,Independent,out-going,out-going,10/10,8/10,Graduate Degree,Graduate Degree,low,low,non-religious,somewhat religious,21436
2022-01-03 09:35:18,2022-01-03 09:43:11,IP Address,50.216.129.154,100,472,True,2022-01-03 09:43:12,R_2tmmi2iOBx98kAu,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,9,Somewhat Interested,tardigrade,Male,68,Asian,Been single for more than 2 years,Somewhat Religious,Master’s degree,,"$50,000-$59,999",Neutral,Very Positive,Negative,Strong Democrat,Very Liberal,"physical attractiveness, open to sexual experimentation, liberal",0,United States,"$25,000","$75,000",Asian,White,Independent,Democrat,shy,out-going,10/10,6/10,Vocational Training,Bachelor's College Degree,high,high,non-religious,somewhat religious,"$25,000","$100,000",Hispanic,Black,Republican,Republican,out-going,shy,4/10,4/10,Graduate Degree,Graduate Degree,medium,high,very religious,somewhat religious,"$75,000","$50,000",Hispanic,Black,Independent,Independent,out-going,out-going,4/10,6/10,Some College,Vocational Training,high,low,somewhat religious,very religious,"$75,000","$75,000",Hispanic,Hispanic,Republican,Democrat,shy,shy,6/10,4/10,Bachelor's College Degree,Bachelor's College Degree,low,medium,very religious,very religious,"$25,000","$100,000",Hispanic,Hispanic,Democrat,Independent,out-going,shy,10/10,6/10,Some College,Vocational Training,medium,medium,non-religious,somewhat religious,"$75,000","$100,000",Black,White,Democrat,Republican,out-going,out-going,4/10,6/10,Some College,Graduate Degree,low,medium,very religious,very religious,"$50,000","$50,000",White,Asian,Democrat,Republican,out-going,out-going,6/10,10/10,Some College,Vocational Training,high,low,somewhat religious,somewhat religious,"$75,000","$25,000",Asian,Black,Independent,Democrat,out-going,shy,4/10,8/10,Vocational Training,Graduate Degree,medium,medium,very religious,very religious,61457
2022-01-03 10:01:13,2022-01-03 10:05:23,IP Address,24.115.149.128,100,249,True,2022-01-03 10:05:24,R_0J5Jozt2AfQyqYN,,,,,40.985992431640625,-75.24359893798828125,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Female,40,White,Married,Somewhat Religious,Bachelor’s degree,,"$50,000-$59,999",Neutral,Somewhat Positive,Very Negative,Lean Democrat,Somewhat Liberal,"Not so much political leanings, but the values that go with that.  Able to be an actual partner.  Gotta like kids.  I got them. ",0,United States,"$75,000","$100,000",White,Black,Independent,Democrat,out-going,out-going,4/10,6/10,Some College,Bachelor's College Degree,high,medium,somewhat religious,somewhat religious,"$100,000","$25,000",Asian,Hispanic,Independent,Independent,shy,shy,8/10,10/10,Vocational Training,Bachelor's College Degree,low,high,very religious,very religious,"$25,000","$50,000",White,White,Democrat,Republican,out-going,out-going,10/10,4/10,Graduate Degree,Bachelor's College Degree,low,medium,non-religious,non-religious,"$25,000","$100,000",White,Black,Democrat,Democrat,shy,shy,10/10,4/10,Graduate Degree,Some College,high,medium,very religious,non-religious,"$25,000","$50,000",White,Hispanic,Democrat,Democrat,shy,out-going,4/10,6/10,Graduate Degree,Some College,medium,low,non-religious,non-religious,"$50,000","$100,000",Asian,White,Democrat,Republican,out-going,shy,6/10,6/10,Graduate Degree,Vocational Training,low,medium,non-religious,somewhat religious,"$100,000","$50,000",Black,Asian,Democrat,Independent,out-going,out-going,8/10,10/10,Some College,Some College,low,high,non-religious,non-religious,"$75,000","$75,000",Black,White,Republican,Independent,out-going,shy,4/10,6/10,Graduate Degree,Bachelor's College Degree,medium,low,non-religious,very religious,33360
2022-01-03 10:08:21,2022-01-03 10:12:56,IP Address,75.72.245.185,100,275,True,2022-01-03 10:12:57,R_3D6Y94Cy6RtxRay,,,,,44.900604248046875,-92.92749786376953125,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,Person 2,9,Very Interested,tardigrade,Male,55,White,Married,Very Religious,Bachelor’s degree,,"$70,000-$79,999",Neutral,Very Positive,Very Negative,Strong Democrat,Liberal,"Kind, caring, active, sexy, motivated, funny, intelligent.",0,United States,"$100,000","$25,000",White,Black,Democrat,Republican,out-going,out-going,10/10,4/10,Some College,Some College,medium,medium,somewhat religious,somewhat religious,"$50,000","$25,000",Hispanic,Asian,Democrat,Democrat,shy,out-going,4/10,4/10,Vocational Training,Some College,high,low,very religious,very religious,"$100,000","$100,000",Black,Hispanic,Democrat,Independent,out-going,shy,6/10,4/10,Bachelor's College Degree,Vocational Training,medium,medium,very religious,somewhat religious,"$100,000","$75,000",Hispanic,Black,Independent,Republican,shy,shy,8/10,4/10,Some College,Some College,medium,low,somewhat religious,very religious,"$75,000","$25,000",White,White,Independent,Independent,out-going,shy,6/10,10/10,Vocational Training,Vocational Training,high,high,non-religious,somewhat religious,"$25,000","$75,000",Hispanic,Hispanic,Republican,Republican,out-going,out-going,10/10,8/10,Vocational Training,Vocational Training,low,low,non-religious,somewhat religious,"$75,000","$100,000",Hispanic,Asian,Democrat,Democrat,shy,out-going,4/10,4/10,Bachelor's College Degree,Bachelor's College Degree,medium,high,somewhat religious,non-religious,"$75,000","$100,000",Hispanic,White,Independent,Democrat,shy,shy,4/10,4/10,Vocational Training,Graduate Degree,medium,medium,non-religious,very religious,15391
2022-01-03 10:06:56,2022-01-03 10:14:11,IP Address,69.23.235.1,100,435,True,2022-01-03 10:14:12,R_1ousuBDEi9aZrc1,,,,,38.21319580078125,-84.545501708984375,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,9,Somewhat Interested,tardigrade,Female,35,White,In a relationship,Not Religious,Associate degree,,"$0-$9,999",Somewhat Positive,Very Positive,Negative,Strong Democrat,Liberal,"Kindness, sense of humor, attractiveness, loyalty, honesty",0,United States,"$75,000","$100,000",Asian,Asian,Democrat,Democrat,out-going,out-going,10/10,4/10,Some College,Bachelor's College Degree,high,high,non-religious,very religious,"$75,000","$100,000",White,Hispanic,Independent,Republican,out-going,out-going,8/10,6/10,Vocational Training,Graduate Degree,high,low,very religious,somewhat religious,"$100,000","$25,000",Black,Black,Democrat,Democrat,shy,shy,4/10,4/10,Some College,Graduate Degree,high,high,non-religious,very religious,"$100,000","$50,000",White,Asian,Republican,Independent,shy,out-going,6/10,4/10,Graduate Degree,Vocational Training,low,high,very religious,very religious,"$25,000","$75,000",Asian,Black,Democrat,Independent,shy,out-going,4/10,6/10,Vocational Training,Some College,low,high,somewhat religious,somewhat religious,"$75,000","$100,000",Black,Black,Republican,Republican,shy,shy,6/10,8/10,Bachelor's College Degree,Some College,high,low,non-religious,non-religious,"$50,000","$75,000",Hispanic,Asian,Democrat,Republican,out-going,out-going,10/10,6/10,Bachelor's College Degree,Some College,high,medium,very religious,very religious,"$25,000","$50,000",Black,Black,Republican,Independent,shy,out-going,10/10,6/10,Vocational Training,Some College,medium,high,somewhat religious,non-religious,35538
2022-01-03 10:21:59,2022-01-03 10:27:55,IP Address,155.186.98.219,100,355,True,2022-01-03 10:27:55,R_3snSUreRGDPbDg9,,,,,34.2422943115234375,-117.2747955322265625,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Female,33,White,Been single for more than 2 years,Not Religious,High school diploma or equivalent,,"$10,000-$19,999",Neutral,Very Positive,Very Negative,Strong Democrat,Very Liberal,"I prefer to date a white man who is shy/introverted. Democrat/left-leaning and is attractive and hard working. Their income doesn't matter just as long s they aren't lazy. ",0,United States,"$75,000","$75,000",Hispanic,Black,Republican,Democrat,shy,out-going,6/10,4/10,Vocational Training,Graduate Degree,high,high,very religious,very religious,"$75,000","$25,000",Hispanic,Black,Republican,Independent,out-going,shy,8/10,10/10,Graduate Degree,Bachelor's College Degree,low,medium,somewhat religious,very religious,"$75,000","$25,000",Hispanic,Hispanic,Independent,Independent,out-going,shy,6/10,6/10,Graduate Degree,Vocational Training,high,low,somewhat religious,somewhat religious,"$50,000","$75,000",White,Hispanic,Republican,Democrat,out-going,out-going,8/10,6/10,Vocational Training,Graduate Degree,medium,low,very religious,somewhat religious,"$50,000","$50,000",Asian,Hispanic,Independent,Democrat,shy,shy,10/10,6/10,Vocational Training,Graduate Degree,medium,high,very religious,non-religious,"$75,000","$100,000",Asian,Hispanic,Independent,Republican,out-going,shy,4/10,10/10,Vocational Training,Bachelor's College Degree,medium,low,somewhat religious,very religious,"$25,000","$25,000",White,White,Independent,Republican,shy,out-going,8/10,4/10,Bachelor's College Degree,Graduate Degree,medium,high,very religious,somewhat religious,"$50,000","$75,000",Hispanic,Black,Republican,Independent,out-going,shy,10/10,8/10,Bachelor's College Degree,Bachelor's College Degree,high,medium,very religious,non-religious,66041
2022-01-03 10:18:15,2022-01-03 10:36:50,IP Address,173.9.250.97,100,1114,True,2022-01-03 10:36:50,R_Wp5KrrncjaMey3v,,,,,42.031097412109375,-87.68579864501953125,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,9,Very Interested,tardigrade,Male,56,White,In a relationship,Somewhat Religious,Master’s degree,,"$50,000-$59,999",Very Positive,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,"Attractive, well educated, not too religious, decent income, politically engaged. ",0,United States,"$75,000","$75,000",Black,Black,Democrat,Republican,out-going,shy,10/10,8/10,Some College,Bachelor's College Degree,high,medium,somewhat religious,non-religious,"$75,000","$25,000",Hispanic,White,Independent,Democrat,out-going,shy,4/10,4/10,Vocational Training,Bachelor's College Degree,low,medium,non-religious,very religious,"$25,000","$50,000",White,Asian,Democrat,Republican,shy,shy,8/10,6/10,Graduate Degree,Vocational Training,low,high,very religious,somewhat religious,"$25,000","$100,000",Black,White,Republican,Republican,out-going,shy,4/10,10/10,Vocational Training,Graduate Degree,low,medium,non-religious,non-religious,"$50,000","$100,000",Black,White,Democrat,Republican,out-going,out-going,8/10,8/10,Vocational Training,Some College,low,medium,somewhat religious,non-religious,"$50,000","$25,000",Black,Asian,Republican,Republican,shy,out-going,6/10,8/10,Some College,Vocational Training,medium,medium,very religious,very religious,"$50,000","$75,000",Asian,Asian,Republican,Republican,shy,shy,8/10,4/10,Vocational Training,Bachelor's College Degree,high,high,non-religious,somewhat religious,"$50,000","$75,000",White,Black,Republican,Republican,shy,shy,6/10,4/10,Vocational Training,Bachelor's College Degree,medium,medium,non-religious,somewhat religious,89060
